ID,Type,Round,Timestamp,Sender,Receiver,Amount (ALGO),Fee (ALGO),Asset ID,Note
DVWHDMAJGQ3EPKRCFVFYC5EIUZKFPAYB3VLSUOVQFIUAJNRQTHTA,axfer,57675800,2026-01-22 14:02:10 UTC,TCHI6WTXY2UZRIFTFQACOZHJY57SWZ76EY75QIAM4WWBR3X2FYQRQCUH7Y,ZZ33E7FV5POGBZWMADNQSZT6I6PXRDTUAWEDGDYPFJDTZMOQZW7PJNVORE,10,0.001,864699877,V2Vla2x5IGFpcmRyb3Agb2YgJENISSBmb3IgRm9vdGJhbGwgVGlnZXJDaGkuICg1IHBlciBUaWdlcik=
AJ6BZNLPOVSYPBCFOSRGWQLC5GBXHL47FI5K3ISGX2VUWIZOQ5NA,axfer,57674504,2026-01-22 13:01:07 UTC,TCHI6WTXY2UZRIFTFQACOZHJY57SWZ76EY75QIAM4WWBR3X2FYQRQCUH7Y,ZZ33E7FV5POGBZWMADNQSZT6I6PXRDTUAWEDGDYPFJDTZMOQZW7PJNVORE,10,0.001,864699877,V2Vla2x5IGFpcmRyb3Agb2YgJENISSBmb3IgV3VzaHUgVGlnZXJDaGkuICg1IHBlciBUaWdlcik=
NZ6VA3FIECT42BZTG4HDYF6NK3FOJUBJSCG3QFVVX5YA7YSUBUEA,axfer,57673851,2026-01-22 12:30:38 UTC,TCHI6WTXY2UZRIFTFQACOZHJY57SWZ76EY75QIAM4WWBR3X2FYQRQCUH7Y,ZZ33E7FV5POGBZWMADNQSZT6I6PXRDTUAWEDGDYPFJDTZMOQZW7PJNVORE,3,0.001,864699877,V2Vla2x5IGFpcmRyb3Agb2YgJENISSBmb3IgVGlnZXJDaGkgU3BlY2lhbC4gKDMgcGVyIFRpZ2VyKQ==
BCWK4WPRSC3RH7CQ6PYPZUKKKGJH677MMHWZPG36TWC6P3MAGTTA,axfer,57673229,2026-01-22 12:01:50 UTC,TCHI6WTXY2UZRIFTFQACOZHJY57SWZ76EY75QIAM4WWBR3X2FYQRQCUH7Y,ZZ33E7FV5POGBZWMADNQSZT6I6PXRDTUAWEDGDYPFJDTZMOQZW7PJNVORE,10,0.001,864699877,V2Vla2x5IGFpcmRyb3Agb2YgJENISSBmb3IgVjEgVGlnZXJDaGkuICgxMCBwZXIgVGlnZXIp
RMKJXWTZNHMISK3UXIHEFIOL5NZO64JAAKVE4DW4WL57A57DUAHA,axfer,57670722,2026-01-22 10:05:13 UTC,S7CLBLZ46MSRIAXUH7JTLA6MD7KC7OJR7IQZVJ5JNWTKJT5FHNOZZONKY4,ZZ33E7FV5POGBZWMADNQSZT6I6PXRDTUAWEDGDYPFJDTZMOQZW7PJNVORE,6000000000,0.001,765171236,
ELCB77BPLGIVHWDCDSNYJHBU5AOJMQFWLOR2WLVXR3SBGZKLXVNQ,axfer,57645362,2026-01-21 14:25:28 UTC,JNZ7TE6WYBPTH2MOBMZ66AIKRWVIXXSKZXJZ5OB7MCBSO2JMSLBVNL3X7A,ZZ33E7FV5POGBZWMADNQSZT6I6PXRDTUAWEDGDYPFJDTZMOQZW7PJNVORE,546,0.001,982719503,MjUgUGl4ZWxpbmRhcyAoNTI1KSwgMSBQaXhlbGluZGFzIElJICgyMSkgLT4gNTQ2IEJhc2ljIGZvciBCYXNpYyBieSBCYXNpYw==
RJNOQGJGGSX3ULXWKBXRVN7OXTX7WPBA6KDNAYJGG4ACYVTLL2MA,axfer,57639751,2026-01-21 10:05:37 UTC,S7CLBLZ46MSRIAXUH7JTLA6MD7KC7OJR7IQZVJ5JNWTKJT5FHNOZZONKY4,ZZ33E7FV5POGBZWMADNQSZT6I6PXRDTUAWEDGDYPFJDTZMOQZW7PJNVORE,6000000000,0.001,765171236,
LKQWDUWW76PH3BODDCFO74LPQQEALQCCNZSS4WX2OTBLJRGMSATA,pay,57632277,2026-01-21 04:18:31 UTC,WARN666I6ITOTBIFMYOOYDAT2JA63QQO2Y6MJCNER5YAF4L6MQO7W6SCAM,ZZ33E7FV5POGBZWMADNQSZT6I6PXRDTUAWEDGDYPFJDTZMOQZW7PJNVORE,1.3e-05,0.0,,VGhlIGFkZHJlc3MgVEJLSEsuLjdEWEJNIHRoYXQganVzdCBzZW50IHlvdSAwLjAwMDAwMSBBTEdPIGlzIGltcGVyc29uYXRpbmcgYW4gYWRkcmVzcyB5b3UgcmVjZW50bHkgaW50ZXJhY3RlZCB3aXRoLiBEbyBub3QgYWNjaWRlbnRhbGx5IHNlbmQgdGhlbSBmdW5kcy4=
OVHTF75EATOMHS5HHRCT37Q6VFLV5IH64MFWRJ6YGKLUUFFXHK4Q,pay,57632271,2026-01-21 04:18:14 UTC,TBKHKIAY7BF5SGV6SGUHPSH54BOPGRJO3EFBYYTHLZBFM2PIT5TUP7DXBM,ZZ33E7FV5POGBZWMADNQSZT6I6PXRDTUAWEDGDYPFJDTZMOQZW7PJNVORE,1e-06,0.001,,
OH3A4I3FDQOGEZICVA65PWEJA6FAHVXRAQBHQX6PD63KGRU7OY7Q,pay,57632160,2026-01-21 04:13:04 UTC,ZZ33E7FV5POGBZWMADNQSZT6I6PXRDTUAWEDGDYPFJDTZMOQZW7PJNVORE,TBKH6I4TIKO6OV35BBFB74SGPUGGPZ7QINKPNLSVG24OR5IUKHDIXHFDGM,10.0,0.001,,
